age,sex,province,health,n
30,Female,QC,Excellent,8
30,Female,QC,Fair,10
30,Female,QC,Poor,1
30,Female,QC,Very good,14
30,Female,SK,Excellent,4
30,Female,SK,Fair,8
30,Female,SK,Very good,2
30,Male,AB,Excellent,4
30,Male,AB,Fair,4
30,Male,AB,Other,1
30,Male,AB,Poor,2
30,Male,AB,Very good,9
30,Male,BC,Excellent,5
30,Male,BC,Fair,8
30,Male,BC,Poor,1
30,Male,BC,Very good,10
30,Male,BC,NA,1
30,Male,MB,Excellent,4
30,Male,MB,Fair,4
30,Male,MB,Very good,1
30,Male,NB,Fair,3
30,Male,NB,Very good,2
30,Male,NL,Excellent,2
30,Male,NL,Fair,2
30,Male,NL,Very good,3
30,Male,NS,Excellent,2
30,Male,NS,Fair,2
30,Male,NS,Poor,1
30,Male,NS,Very good,5
30,Male,ON,Excellent,15
30,Male,ON,Fair,9
30,Male,ON,Poor,1
30,Male,ON,Very good,17
30,Male,ON,NA,1
30,Male,PE,Excellent,3
30,Male,PE,Fair,2
30,Male,PE,Very good,2
30,Male,QC,Excellent,14
30,Male,QC,Fair,9
30,Male,QC,Very good,13
30,Male,SK,Excellent,7
30,Male,SK,Fair,3
30,Male,SK,Very good,4
31,Female,AB,Excellent,5
31,Female,AB,Fair,8
31,Female,AB,Very good,5
31,Female,BC,Excellent,2
31,Female,BC,Fair,8
31,Female,BC,Very good,2
31,Female,MB,Excellent,4
31,Female,MB,Fair,7
31,Female,MB,Very good,8
31,Female,NB,Excellent,2
31,Female,NB,Fair,3
31,Female,NB,Very good,4
31,Female,NL,Excellent,4
31,Female,NL,Fair,2
31,Female,NL,Very good,4
31,Female,NS,Excellent,2
31,Female,NS,Fair,2
31,Female,NS,Very good,2
31,Female,ON,Excellent,11
31,Female,ON,Fair,13
31,Female,ON,Poor,1
31,Female,ON,Very good,17
31,Female,PE,Excellent,2
31,Female,PE,Fair,1
31,Female,QC,Excellent,18
31,Female,QC,Fair,8
31,Female,QC,Poor,1
31,Female,QC,Very good,16
31,Female,SK,Excellent,2
31,Female,SK,Fair,3
31,Female,SK,Very good,2
31,Male,AB,Excellent,8
31,Male,AB,Fair,5
31,Male,AB,Very good,5
31,Male,BC,Excellent,1
31,Male,BC,Fair,3
31,Male,BC,Very good,8
31,Male,MB,Excellent,3
31,Male,MB,Fair,5
31,Male,MB,Very good,4
31,Male,NB,Excellent,2
31,Male,NB,Fair,1
31,Male,NB,Very good,2
31,Male,NL,Excellent,1
31,Male,NL,Fair,3
31,Male,NL,Very good,2
31,Male,NS,Fair,1
31,Male,NS,Very good,3
31,Male,NS,NA,1
31,Male,ON,Excellent,11
31,Male,ON,Fair,15
31,Male,ON,Very good,10
31,Male,ON,NA,1
31,Male,PE,Excellent,1
31,Male,PE,Fair,2
31,Male,PE,Very good,1
31,Male,QC,Excellent,5
31,Male,QC,Fair,10
31,Male,QC,Very good,14
31,Male,QC,NA,1
31,Male,SK,Excellent,1
31,Male,SK,Fair,3
31,Male,SK,Very good,4
32,Female,AB,Excellent,7
32,Female,AB,Fair,8
32,Female,AB,Very good,8
32,Female,BC,Excellent,8
32,Female,BC,Fair,8
32,Female,BC,Poor,1
32,Female,BC,Very good,8
32,Female,MB,Fair,8
32,Female,MB,Very good,5
32,Female,NB,Excellent,3
32,Female,NB,Fair,3
32,Female,NB,Poor,1
32,Female,NB,Very good,11
32,Female,NL,Excellent,3
32,Female,NL,Fair,2
32,Female,NL,Very good,2
32,Female,NS,Excellent,2
32,Female,NS,Fair,4
32,Female,NS,Very good,5
32,Female,ON,Excellent,9
32,Female,ON,Fair,14
32,Female,ON,Very good,25
32,Female,PE,Excellent,1
32,Female,PE,Fair,2
32,Female,PE,Very good,3
32,Female,QC,Excellent,7
32,Female,QC,Fair,11
32,Female,QC,Very good,4
32,Female,SK,Excellent,1
32,Female,SK,Fair,4
32,Female,SK,Very good,4
32,Male,AB,Excellent,2
32,Male,AB,Fair,2
32,Male,AB,Poor,1
32,Male,AB,Very good,6
32,Male,AB,NA,1
32,Male,BC,Excellent,9
32,Male,BC,Fair,7
32,Male,BC,Very good,8
32,Male,MB,Excellent,3
32,Male,MB,Fair,4
32,Male,MB,Very good,5
32,Male,NB,Excellent,1
32,Male,NB,Fair,3
32,Male,NB,Very good,2
32,Male,NL,Excellent,2
32,Male,NL,Fair,2
32,Male,NL,Very good,2
32,Male,NS,Excellent,1
32,Male,NS,Fair,5
32,Male,NS,Very good,4
32,Male,ON,Excellent,12
32,Male,ON,Fair,13
32,Male,ON,Very good,16
32,Male,PE,Excellent,1
32,Male,PE,Very good,1
32,Male,QC,Excellent,9
32,Male,QC,Fair,4
32,Male,QC,Very good,10
32,Male,SK,Excellent,3
32,Male,SK,Fair,3
32,Male,SK,Poor,1
32,Male,SK,Very good,4
33,Female,AB,Excellent,6
33,Female,AB,Fair,7
33,Female,AB,Very good,5
33,Female,AB,NA,1
33,Female,BC,Excellent,9
33,Female,BC,Fair,4
33,Female,BC,Poor,2
33,Female,BC,Very good,9
33,Female,BC,NA,1
33,Female,MB,Excellent,1
33,Female,MB,Fair,4
33,Female,MB,Very good,3
33,Female,NB,Excellent,2
33,Female,NB,Fair,1
33,Female,NB,Very good,2
33,Female,NB,NA,1
33,Female,NL,Excellent,1
33,Female,NL,Fair,2
33,Female,NL,Very good,2
33,Female,NS,Excellent,3
33,Female,NS,Fair,4
33,Female,NS,Very good,4
33,Female,ON,Excellent,7
33,Female,ON,Fair,15
33,Female,ON,Poor,1
33,Female,ON,Very good,14
33,Female,PE,Fair,1
33,Female,PE,Very good,6
33,Female,QC,Excellent,12
33,Female,QC,Fair,11
33,Female,QC,Very good,7
33,Female,SK,Excellent,4
33,Female,SK,Fair,6
33,Female,SK,Very good,1
33,Male,AB,Excellent,7
33,Male,AB,Fair,3
33,Male,AB,Very good,8
33,Male,BC,Excellent,8
33,Male,BC,Fair,4
33,Male,BC,Very good,6
33,Male,MB,Excellent,3
33,Male,MB,Fair,2
33,Male,MB,Very good,1
33,Male,NB,Excellent,1
33,Male,NB,Fair,2
33,Male,NB,Very good,5
33,Male,NL,Excellent,2
33,Male,NL,Fair,2
33,Male,NL,Very good,2
33,Male,NS,Excellent,1
33,Male,NS,Fair,2
33,Male,NS,Very good,1
33,Male,ON,Excellent,11
33,Male,ON,Fair,12
33,Male,ON,Very good,14
33,Male,PE,Excellent,2
33,Male,PE,Fair,1
33,Male,PE,Very good,1
33,Male,QC,Excellent,7
33,Male,QC,Fair,10
33,Male,QC,Very good,9
33,Male,SK,Excellent,2
33,Male,SK,Fair,3
33,Male,SK,Poor,1
33,Male,SK,Very good,3
34,Female,AB,Excellent,5
34,Female,AB,Fair,8
34,Female,AB,Very good,11
34,Female,BC,Excellent,8
34,Female,BC,Fair,11
34,Female,MB,Excellent,3
34,Female,MB,Fair,5
34,Female,MB,Very good,6
34,Female,NB,Excellent,3
34,Female,NB,Very good,6
34,Female,NL,Excellent,3
34,Female,NL,Fair,2
34,Female,NL,Very good,1
34,Female,NS,Excellent,5
34,Female,NS,Fair,2
34,Female,NS,Very good,1
34,Female,ON,Excellent,10
34,Female,ON,Fair,15
34,Female,ON,Very good,15
34,Female,PE,Fair,2
34,Female,PE,Poor,1
34,Female,PE,Very good,2
34,Female,QC,Excellent,8
34,Female,QC,Fair,8
34,Female,QC,Very good,10
34,Female,SK,Excellent,2
34,Female,SK,Fair,6
34,Female,SK,Very good,3
34,Male,AB,Excellent,3
34,Male,AB,Fair,3
34,Male,AB,Very good,5
34,Male,BC,Excellent,7
34,Male,BC,Fair,4
34,Male,BC,Poor,2
34,Male,BC,Very good,8
34,Male,BC,NA,2
34,Male,MB,Fair,6
34,Male,MB,Poor,1
34,Male,MB,Very good,5
34,Male,NB,Excellent,2
34,Male,NB,Fair,3
34,Male,NB,Very good,6
34,Male,NL,Excellent,6
34,Male,NL,Fair,5
34,Male,NL,Poor,1
34,Male,NS,Excellent,3
34,Male,NS,Fair,4
34,Male,NS,Very good,2
34,Male,ON,Excellent,7
34,Male,ON,Fair,13
34,Male,ON,Poor,1
34,Male,ON,Very good,17
34,Male,PE,Fair,2
34,Male,PE,Very good,1
34,Male,QC,Excellent,10
34,Male,QC,Fair,4
34,Male,QC,Very good,15
34,Male,SK,Excellent,3
34,Male,SK,Fair,2
34,Male,SK,Very good,7
35,Female,AB,Excellent,3
35,Female,AB,Fair,4
35,Female,AB,Poor,1
35,Female,AB,Very good,7
35,Female,BC,Excellent,9
35,Female,BC,Fair,10
35,Female,BC,Very good,9
35,Female,MB,Excellent,3
35,Female,MB,Fair,2
35,Female,MB,Very good,4
35,Female,MB,NA,1
35,Female,NB,Fair,4
35,Female,NB,Very good,7
35,Female,NL,Excellent,3
35,Female,NL,Fair,3
35,Female,NL,Very good,2
35,Female,NS,Excellent,3
35,Female,NS,Fair,4
35,Female,NS,Very good,4
35,Female,ON,Excellent,9
35,Female,ON,Fair,15
35,Female,ON,Very good,13
35,Female,PE,Excellent,1
35,Female,PE,Fair,1
35,Female,PE,Poor,2
35,Female,PE,Very good,1
35,Female,QC,Excellent,3
35,Female,QC,Fair,12
35,Female,QC,Very good,13
35,Female,SK,Excellent,2
35,Female,SK,Fair,3
35,Female,SK,Very good,6
35,Male,AB,Excellent,3
35,Male,AB,Fair,10
35,Male,AB,Very good,10
35,Male,BC,Excellent,6
35,Male,BC,Fair,6
35,Male,BC,Very good,3
35,Male,MB,Fair,5
35,Male,MB,Very good,4
35,Male,NB,Excellent,1
35,Male,NB,Fair,2
35,Male,NB,Very good,3
35,Male,NL,Excellent,3
35,Male,NL,Fair,3
35,Male,NL,Very good,4
35,Male,NS,Excellent,2
35,Male,NS,Fair,2
35,Male,NS,Very good,7
35,Male,ON,Excellent,11
35,Male,ON,Fair,14
35,Male,ON,Very good,18
35,Male,PE,Very good,2
35,Male,QC,Excellent,9
35,Male,QC,Fair,16
35,Male,QC,Very good,14
35,Male,SK,Excellent,6
35,Male,SK,Fair,4
35,Male,SK,Very good,5
36,Female,AB,Excellent,8
36,Female,AB,Fair,8
36,Female,AB,Very good,9
36,Female,BC,Excellent,5
36,Female,BC,Fair,12
36,Female,BC,Poor,1
36,Female,BC,Very good,3
36,Female,MB,Excellent,1
36,Female,MB,Fair,5
36,Female,MB,Very good,4
36,Female,NB,Excellent,2
36,Female,NB,Fair,3
36,Female,NB,Very good,6
36,Female,NL,Excellent,1
36,Female,NL,Fair,4
36,Female,NL,Very good,2
36,Female,NS,Excellent,3
36,Female,NS,Fair,1
36,Female,NS,Other,1
36,Female,NS,Very good,2
36,Female,ON,Excellent,16
36,Female,ON,Fair,18
36,Female,ON,Very good,17
36,Female,PE,Excellent,1
36,Female,PE,Fair,1
36,Female,PE,Poor,1
36,Female,PE,Very good,2
36,Female,QC,Excellent,14
36,Female,QC,Fair,11
36,Female,QC,Poor,2
36,Female,QC,Very good,9
36,Female,SK,Excellent,4
36,Female,SK,Fair,4
36,Female,SK,Very good,4
36,Male,AB,Excellent,5
36,Male,AB,Fair,6
36,Male,AB,Very good,9
36,Male,BC,Excellent,4
36,Male,BC,Fair,4
36,Male,BC,Poor,1
36,Male,BC,Very good,8
36,Male,MB,Excellent,3
36,Male,MB,Fair,2
36,Male,MB,Very good,8
36,Male,NB,Excellent,1
36,Male,NB,Fair,3
36,Male,NL,Excellent,2
36,Male,NL,Fair,2
36,Male,NL,Very good,1
36,Male,NS,Excellent,5
36,Male,NS,Very good,5
36,Male,ON,Excellent,10
36,Male,ON,Fair,14
36,Male,ON,Very good,18
36,Male,PE,Fair,2
36,Male,PE,Very good,1
36,Male,QC,Excellent,14
36,Male,QC,Fair,11
36,Male,QC,Very good,8
36,Male,QC,NA,1
36,Male,SK,Excellent,3
36,Male,SK,Fair,5
36,Male,SK,Very good,7
37,Female,AB,Excellent,5
37,Female,AB,Fair,11
37,Female,AB,Very good,10
37,Female,BC,Excellent,6
37,Female,BC,Fair,3
37,Female,BC,Poor,1
37,Female,BC,Very good,4
37,Female,MB,Fair,1
37,Female,MB,Poor,1
37,Female,MB,Very good,3
37,Female,NB,Excellent,2
37,Female,NB,Fair,3
37,Female,NB,Very good,2
37,Female,NL,Excellent,1
37,Female,NL,Fair,2
37,Female,NL,Very good,6
37,Female,NS,Excellent,4
37,Female,NS,Fair,3
37,Female,NS,Poor,2
37,Female,NS,Very good,9
37,Female,ON,Excellent,15
37,Female,ON,Fair,14
37,Female,ON,Very good,18
37,Female,ON,NA,1
37,Female,PE,Excellent,2
37,Female,PE,Fair,1
37,Female,PE,Very good,2
37,Female,QC,Excellent,11
37,Female,QC,Fair,8
37,Female,QC,Poor,3
37,Female,QC,Very good,10
37,Female,SK,Excellent,1
37,Female,SK,Fair,4
37,Female,SK,Poor,1
37,Female,SK,Very good,5
37,Male,AB,Excellent,2
37,Male,AB,Fair,6
37,Male,AB,Very good,3
37,Male,AB,NA,1
37,Male,BC,Excellent,5
37,Male,BC,Fair,4
37,Male,BC,Very good,11
37,Male,MB,Excellent,1
37,Male,MB,Fair,1
37,Male,MB,Very good,5
37,Male,NB,Excellent,4
37,Male,NB,Fair,1
37,Male,NB,Very good,2
37,Male,NL,Excellent,2
37,Male,NL,Fair,3
37,Male,NL,Very good,2
37,Male,NS,Excellent,4
37,Male,NS,Fair,6
37,Male,NS,Very good,8
37,Male,ON,Excellent,13
37,Male,ON,Fair,12
37,Male,ON,Very good,11
37,Male,PE,Excellent,3
37,Male,PE,Fair,1
37,Male,PE,Very good,1
37,Male,QC,Excellent,10
37,Male,QC,Fair,11
37,Male,QC,Very good,18
37,Male,SK,Excellent,2
37,Male,SK,Fair,5
38,Female,AB,Excellent,5
38,Female,AB,Fair,8
38,Female,AB,Very good,10
38,Female,BC,Excellent,4
38,Female,BC,Fair,7
38,Female,BC,Very good,4
38,Female,MB,Fair,1
38,Female,MB,Very good,2
38,Female,NB,Excellent,1
38,Female,NB,Fair,2
38,Female,NB,Very good,3
38,Female,NL,Excellent,3
38,Female,NL,Very good,5
38,Female,NS,Excellent,2
38,Female,NS,Fair,5
38,Female,NS,Very good,9
38,Female,ON,Excellent,10
38,Female,ON,Fair,22
38,Female,ON,Poor,1
38,Female,ON,Very good,23
38,Female,PE,Excellent,1
38,Female,PE,Fair,4
38,Female,PE,Very good,1
38,Female,QC,Excellent,12
38,Female,QC,Fair,11
38,Female,QC,Very good,10
38,Female,SK,Excellent,3
38,Female,SK,Fair,2
38,Female,SK,Very good,3
38,Male,AB,Excellent,2
38,Male,AB,Fair,8
38,Male,AB,Very good,9
38,Male,BC,Excellent,3
38,Male,BC,Fair,6
38,Male,BC,Poor,1
38,Male,BC,Very good,1
38,Male,MB,Excellent,1
38,Male,MB,Fair,4
38,Male,MB,Very good,2
38,Male,NB,Excellent,4
38,Male,NB,Fair,3
38,Male,NB,Very good,6
38,Male,NL,Excellent,1
38,Male,NL,Fair,1
38,Male,NL,Other,1
38,Male,NL,Poor,1
38,Male,NL,Very good,2
38,Male,NS,Excellent,2
38,Male,NS,Fair,3
38,Male,NS,Very good,1
38,Male,ON,Excellent,9
38,Male,ON,Fair,19
38,Male,ON,Very good,9
38,Male,PE,Fair,3
38,Male,PE,Very good,1
38,Male,QC,Excellent,14
38,Male,QC,Fair,12
38,Male,QC,Very good,12
38,Male,SK,Excellent,1
38,Male,SK,Fair,1
38,Male,SK,Very good,4
39,Female,AB,Excellent,4
39,Female,AB,Fair,4
39,Female,AB,Very good,8
39,Female,BC,Excellent,4
39,Female,BC,Fair,7
39,Female,BC,Very good,7
39,Female,MB,Excellent,1
39,Female,MB,Fair,5
39,Female,MB,Very good,2
39,Female,NB,Excellent,1
39,Female,NB,Fair,2
39,Female,NB,Very good,5
39,Female,NL,Excellent,4
39,Female,NL,Fair,3
39,Female,NL,Very good,4
39,Female,NS,Fair,1
39,Female,NS,Other,1
39,Female,NS,Very good,5
39,Female,ON,Excellent,10
39,Female,ON,Fair,20
39,Female,ON,Very good,14
39,Female,PE,Excellent,1
39,Female,PE,Very good,4
39,Female,PE,NA,1
39,Female,QC,Excellent,7
39,Female,QC,Fair,16
39,Female,QC,Very good,14
39,Female,SK,Fair,4
39,Female,SK,Very good,6
39,Male,AB,Excellent,6
39,Male,AB,Fair,4
39,Male,AB,Very good,6
39,Male,BC,Excellent,6
39,Male,BC,Fair,2
39,Male,BC,Poor,1
39,Male,BC,Very good,8
39,Male,MB,Excellent,3
39,Male,MB,Fair,1
39,Male,MB,Very good,2
39,Male,NB,Excellent,4
39,Male,NB,Fair,1
39,Male,NB,Very good,2
39,Male,NL,Excellent,4
39,Male,NL,Fair,2
39,Male,NL,Very good,6
39,Male,NS,Excellent,3
39,Male,NS,Fair,2
39,Male,NS,Poor,1
39,Male,NS,Very good,5
39,Male,ON,Excellent,4
39,Male,ON,Fair,18
39,Male,ON,Very good,12
39,Male,PE,Excellent,1
39,Male,PE,Fair,2
39,Male,PE,Very good,3
39,Male,QC,Excellent,9
39,Male,QC,Fair,12
39,Male,QC,Poor,1
39,Male,QC,Very good,12
39,Male,SK,Excellent,3
39,Male,SK,Fair,4
39,Male,SK,Very good,4
40,Female,AB,Excellent,5
40,Female,AB,Fair,6
40,Female,AB,Very good,3
40,Female,BC,Excellent,4
40,Female,BC,Fair,9
40,Female,BC,Very good,4
40,Female,MB,Excellent,3
40,Female,MB,Fair,4
40,Female,MB,Very good,4
40,Female,NB,Excellent,1
40,Female,NB,Fair,3
40,Female,NB,Very good,4
40,Female,NL,Excellent,3
40,Female,NL,Fair,1
40,Female,NL,Very good,1
40,Female,NS,Excellent,3
40,Female,NS,Fair,7
40,Female,NS,Very good,4
40,Female,ON,Excellent,13
40,Female,ON,Fair,19
40,Female,ON,Poor,1
40,Female,ON,Very good,15
40,Female,ON,NA,1
40,Female,PE,Excellent,4
40,Female,PE,Fair,1
40,Female,PE,Very good,4
40,Female,QC,Excellent,15
40,Female,QC,Fair,13
40,Female,QC,Very good,7
40,Female,SK,Excellent,4
40,Female,SK,Fair,5
40,Female,SK,Very good,3
40,Male,AB,Excellent,4
40,Male,AB,Fair,7
40,Male,AB,Poor,1
40,Male,AB,Very good,4
40,Male,BC,Excellent,6
40,Male,BC,Fair,7
40,Male,BC,Poor,1
40,Male,BC,Very good,5
40,Male,MB,Excellent,3
40,Male,MB,Very good,5
40,Male,NB,Excellent,3
40,Male,NB,Fair,6
40,Male,NB,Poor,2
40,Male,NB,Very good,3
40,Male,NL,Very good,4
40,Male,NS,Excellent,3
40,Male,NS,Fair,3
40,Male,NS,Very good,4
40,Male,ON,Excellent,8
40,Male,ON,Fair,12
40,Male,ON,Other,1
40,Male,ON,Poor,1
40,Male,ON,Very good,16
40,Male,PE,Fair,1
40,Male,PE,Very good,1
40,Male,QC,Excellent,7
40,Male,QC,Fair,11
40,Male,QC,Poor,1
40,Male,QC,Very good,11
40,Male,SK,Excellent,3
40,Male,SK,Fair,4
40,Male,SK,Very good,2
41,Female,AB,Excellent,2
41,Female,AB,Fair,5
41,Female,AB,Very good,1
41,Female,BC,Excellent,9
41,Female,BC,Fair,7
41,Female,BC,Poor,1
41,Female,BC,Very good,4
41,Female,MB,Excellent,3
41,Female,MB,Fair,2
41,Female,MB,Poor,1
41,Female,MB,Very good,5
41,Female,NB,Excellent,3
41,Female,NB,Fair,5
41,Female,NB,Very good,6
41,Female,NL,Excellent,1
41,Female,NL,Fair,3
41,Female,NL,Very good,2
41,Female,NS,Excellent,3
41,Female,NS,Fair,2
41,Female,NS,Very good,3
41,Female,ON,Excellent,13
41,Female,ON,Fair,14
41,Female,ON,Poor,2
41,Female,ON,Very good,18
41,Female,PE,Fair,2
41,Female,PE,Very good,2
41,Female,QC,Excellent,11
41,Female,QC,Fair,8
41,Female,QC,Very good,20
41,Female,SK,Excellent,2
41,Female,SK,Fair,1
41,Female,SK,Very good,2
41,Male,AB,Excellent,1
41,Male,AB,Fair,5
41,Male,AB,Very good,3
41,Male,BC,Excellent,4
41,Male,BC,Fair,8
41,Male,BC,Very good,5
41,Male,MB,Excellent,3
41,Male,MB,Fair,1
41,Male,MB,Very good,5
41,Male,NB,Excellent,1
41,Male,NB,Very good,3
41,Male,NL,Excellent,3
41,Male,NL,Fair,1
41,Male,NL,Very good,1
41,Male,NS,Fair,3
41,Male,NS,Very good,4
41,Male,ON,Excellent,7
41,Male,ON,Fair,16
41,Male,ON,Poor,1
41,Male,ON,Very good,24
41,Male,PE,Fair,1
41,Male,PE,Very good,3
41,Male,QC,Excellent,8
41,Male,QC,Fair,11
41,Male,QC,Very good,9
41,Male,SK,Excellent,3
41,Male,SK,Fair,3
41,Male,SK,Very good,2
42,Female,AB,Excellent,3
42,Female,AB,Fair,3
42,Female,AB,Poor,1
42,Female,AB,Very good,6
42,Female,BC,Excellent,7
42,Female,BC,Fair,6
42,Female,BC,Very good,6
42,Female,MB,Excellent,1
42,Female,MB,Fair,3
42,Female,MB,Very good,6
42,Female,NB,Excellent,2
42,Female,NB,Fair,9
42,Female,NB,Very good,4
42,Female,NL,Excellent,2
42,Female,NL,Fair,1
42,Female,NL,Very good,1
42,Female,NS,Excellent,1
42,Female,NS,Fair,2
42,Female,NS,Poor,1
42,Female,NS,Very good,4
42,Female,ON,Excellent,14
42,Female,ON,Fair,24
42,Female,ON,Very good,16
42,Female,ON,NA,1
42,Female,PE,Fair,4
42,Female,PE,Very good,2
42,Female,QC,Excellent,7
42,Female,QC,Fair,9
42,Female,QC,Very good,15
42,Female,SK,Excellent,1
42,Female,SK,Very good,2
42,Male,AB,Excellent,5
42,Male,AB,Fair,2
42,Male,AB,Poor,1
42,Male,AB,Very good,3
42,Male,BC,Excellent,3
42,Male,BC,Fair,10
42,Male,BC,Very good,4
42,Male,MB,Excellent,4
42,Male,MB,Fair,3
42,Male,MB,Very good,2
42,Male,NB,Fair,5
42,Male,NB,Very good,3
42,Male,NL,Excellent,3
42,Male,NL,Fair,3
42,Male,NL,Poor,1
42,Male,NL,Very good,4
42,Male,NS,Excellent,3
42,Male,NS,Fair,3
42,Male,NS,Very good,2
42,Male,ON,Excellent,8
42,Male,ON,Fair,15
42,Male,ON,Poor,2
42,Male,ON,Very good,19
42,Male,PE,Very good,1
42,Male,QC,Excellent,10
42,Male,QC,Fair,6
42,Male,QC,Very good,10
42,Male,SK,Excellent,2
42,Male,SK,Fair,1
42,Male,SK,Very good,4
43,Female,AB,Excellent,5
43,Female,AB,Fair,2
43,Female,AB,Very good,6
43,Female,BC,Excellent,5
43,Female,BC,Fair,4
43,Female,BC,Poor,1
43,Female,BC,Very good,7
43,Female,MB,Excellent,4
43,Female,MB,Fair,1
43,Female,MB,Poor,1
43,Female,MB,Very good,2
43,Female,NB,Excellent,6
43,Female,NB,Fair,3
43,Female,NB,Poor,1
43,Female,NB,Very good,3
43,Female,NL,Excellent,2
43,Female,NL,Fair,4
43,Female,NL,Very good,4
43,Female,NS,Excellent,2
43,Female,NS,Fair,4
43,Female,NS,Poor,1
43,Female,NS,Very good,7
43,Female,ON,Excellent,8
43,Female,ON,Fair,14
43,Female,ON,Poor,3
43,Female,ON,Very good,17
43,Female,ON,NA,1
43,Female,PE,Excellent,2
43,Female,PE,Fair,2
43,Female,PE,Very good,1
43,Female,QC,Excellent,10
43,Female,QC,Fair,7
43,Female,QC,Poor,1
43,Female,QC,Very good,17
43,Female,SK,Excellent,3
43,Female,SK,Fair,5
43,Female,SK,Poor,1
43,Female,SK,Very good,3
43,Male,AB,Excellent,4
43,Male,AB,Fair,3
43,Male,AB,Very good,4
43,Male,BC,Excellent,1
43,Male,BC,Fair,8
43,Male,BC,Very good,1
43,Male,MB,Fair,2
43,Male,MB,Poor,1
43,Male,MB,Very good,4
43,Male,NB,Excellent,1
43,Male,NB,Fair,5
43,Male,NB,Very good,4
